URL,会社名,会社URL,売上,従業員数,会社情報
https://biz-maps.com/item/3MYnaR9Z7g,株式会社ジーンリバティー,http://www.gene-liberty.jp,-,11名～30名,"基本情報
住所 〒 112-0014
東京都文京区関口1-24-8 東宝江戸川橋ビル7F
設立年度 2010/4/1
資本金等 10,000,000円
代表者 横井大希
URL http://www.gene-liberty.jp
お問い合わせURL
AIスコア
売上
-
従業員数
11名～30名
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3eYPqE6k1E,ＴＭＴユニバーサル株式会社,https://tmt-universal.com/jp/,-,-,"基本情報
住所 〒 104-0061
東京都中央区銀座6-13-9 GIRAC GINZA 8F
設立年度 2021/7/20
創業年度 2018/8/10
資本金等 -
代表者 津村 雅志
URL https://tmt-universal.com/jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/WBlx5DjoZ8,株式会社アイディール,-,-,-,"基本情報
住所 〒 160-0022
東京都新宿区新宿2-13-10 武蔵ビル5F（5号室）
設立年度 2014/4
資本金等 5,000,000円
代表者 雨宮しょう二郎
URL -
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/D0YLLm9QY9,株式会社Ｈｉ‐Ｔｏサービス,https://hi-to-service.com/,-,-,"基本情報
住所 東京都八王子市諏訪町307番地1
設立年度 2024/7
創業年度 2019/3
資本金等 -
代表者 中堀利行
URL https://hi-to-service.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/oelONWyG1A,合同会社田中アクターズ,https://tanaka-actors.online/,-,-,"基本情報
住所 東京都八王子市元本郷町4丁目5-10カインドネス八王子元本郷101
設立年度 2024/7
資本金等 3,000,000円
代表者 田中勇介
URL https://tanaka-actors.online/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/x6YVGE9A1B,株式会社ディノックス,https://www.dinox.co.jp/,-,-,"基本情報
住所 〒 183-0056
東京都府中市寿町1丁目4番地17
設立年度 2024/7
創業年度 2024/7/29
資本金等 3,000,000円
代表者 吉川俊隆
URL https://www.dinox.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/oP1DE79Dlx,リエゾンちょうふ,https://liaison-chofu.com/,-,-,"基本情報
住所 〒 182-0026
東京都調布市小島町2-33-1 調布市文化会館たづくり内会議室
設立年度 2024/7
資本金等 -
代表者 -
URL https://liaison-chofu.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/Vo1epLD6YW,株式会社シーアールエムコネクト,https://crmconnect.co.jp/,-,-,"基本情報
住所 〒 170-0003
東京都豊島区駒込1丁目3-4-1001
設立年度 2024/7
資本金等 -
代表者 山本正樹
URL https://crmconnect.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/L4loXGkkZv,一般社団法人情報経営イノベーション組織研究機構,https://iusoshiki.jpnx.org/,-,-,"基本情報
住所 東京都新宿区高田馬場4丁目13番12号伊豆栄ビル301
設立年度 2024/7
資本金等 -
代表者 松井勇策
URL https://iusoshiki.jpnx.org/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0mlz30wKZO,株式会社Ｒｅａｃｔ　Ｓｔｕｄｉｏ,https://www.react-studio.com/,-,-,"基本情報
住所 〒 160-0022
東京都新宿区新宿7丁目26番40号アパガーデンズ新宿戸山公園005
設立年度 2024/7
創業年度 2024/7
資本金等 1,000,000円
代表者 花井悠二
URL https://www.react-studio.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/mJY27jWo1M,一般社団法人国際臨床歯科研究所,https://www.kokusai-rinsho.org/,-,-,"基本情報
住所 〒 154-0014
東京都世田谷区新町2丁目35-27
設立年度 2024/7
資本金等 -
代表者 和田勝行
URL https://www.kokusai-rinsho.org/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/WQ18Gr9PY7,株式会社Ｇｌｏｂａｌ　ｃｈｅｆ,https://grobalchef.life/,-,-,"基本情報
住所 東京都渋谷区本町2丁目12番7-207号ロアール渋谷本町
設立年度 2024/7
資本金等 1,000,000円
代表者 押田貴広
URL https://grobalchef.life/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3eYP73y5ZE,株式会社ＡＩｗｏｒｋｅｒ,https://ai-worker.net/,-,-,"基本情報
住所 東京都渋谷区神宮前3丁目5番23号神宮前めぞぴあのK&A303
設立年度 2024/7
創業年度 2024/7/30
資本金等 1,000,000円
代表者 杉本卓應
URL https://ai-worker.net/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/v91JVG9A1K,一般財団法人みかんせい小学校設立準備財団,https://hp.mikansei.jp/,-,-,"基本情報
住所 東京都大田区仲六郷2-45-4-1F
設立年度 2024/7
創業年度 2024/7/12
資本金等 3,000,000円
代表者 川口博史
URL https://hp.mikansei.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3bZ9g98X15,Ｓｕｂｌｉｍｅ株式会社,https://www.sublime-m.com/,-,-,"基本情報
住所 〒 135-0004
東京都江東区森下2丁目17-7オークホテル江戸
設立年度 2024/7
資本金等 -
代表者 鈴木晴雄
URL https://www.sublime-m.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/gm1yWvB6Zo,株式会社Ｄ‐ｃｏｄｅ,https://code-d.co.jp/,-,-,"基本情報
住所 〒 111-0054
東京都台東区鳥越1丁目16番8号
設立年度 2024/7
創業年度 2024/7
資本金等 1,000,000円
代表者 申東京
URL https://code-d.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jg16569JY9,ＶＯＩＱ株式会社,https://voiq.jp/,-,-,"基本情報
住所 〒 108-0014
東京都港区芝5-31-17 PMO田町7階
設立年度 2024/7
創業年度 2024/8
資本金等 1,000,000円
代表者 高田恵
URL https://voiq.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3MYn7AxN17,一般社団法人日本エイジングケアヨガ協会,https://agingcare-management.com/,-,-,"基本情報
住所 東京都港区南青山2丁目2番15号
設立年度 2024/7
資本金等 -
代表者 守山麻衣
URL https://agingcare-management.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/5XY4xpB6YE,Ｘｓｙｍ株式会社,https://www.xsym.com/top,-,-,"基本情報
住所 〒 107-0062
東京都港区南青山2丁目2番15号WinAoyamaビルUCF6F
設立年度 2024/7
創業年度 2024
資本金等 -
代表者 加藤真平
URL https://www.xsym.com/top
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kVZEjo9aYE,ヘアケアクリニック六本木院,https://haircare-clinic.com/,-,-,"基本情報
住所 〒 106-0032
東京都港区六本木7-13-2アーバンビル5階
設立年度 2024/7
資本金等 -
代表者 矢本英之
URL https://haircare-clinic.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/B2lvmodR1V,株式会社ネットプライス,https://netprice.co.jp/,-,-,"基本情報
住所 〒 105-0004
東京都港区新橋二丁目16番1号 7F
設立年度 2024/7
創業年度 2004/12/27
資本金等 890,000,000円
代表者 古賀賢一
URL https://netprice.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jVYqomAKlJ,合同会社スラッシュノット,https://slashnot-art-design.com/,-,-,"基本情報
住所 〒 104-0061
東京都中央区銀座1丁目12番4号N&EBLD.6F
設立年度 2024/7
創業年度 2024/7/25
資本金等 1,000,000円
代表者 阿久津友宏
URL https://slashnot-art-design.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0W1wRwW5YB,合同会社ウルノワ,https://www.urunowa.jp/,-,-,"基本情報
住所 東京都中央区銀座1丁目12番4号N&EBLD.6F
設立年度 2024/7
資本金等 -
代表者 藤原俊
URL https://www.urunowa.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/B2ZBvb90ZV,Ｇｒｏｗｔｈ　ａｎｄ　Ｐｒｏｇｒｅｓｓ合同会社,https://www.growth-prog.jp/,-,-,"基本情報
住所 〒 104-0031
東京都中央区京橋3丁目3-13平和ビル3号館3F
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 曽根原幹人
URL https://www.growth-prog.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/9oZ3X43EYq,株式会社ＰＧＫ,https://pgkjp.com/,-,-,"基本情報
住所 〒 100-6213
東京都千代田区丸の内1丁目11-1号パシフィックセンチュリープレイス丸の内 8階
設立年度 2024/7
資本金等 5,000,000円
代表者 森田朋
URL https://pgkjp.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/Vo1epLO6YW,株式会社シゲンソーラー,https://sigen-rsk.com/,-,-,"基本情報
住所 〒 206-0021
東京都多摩市連光寺6丁目18番地の1、3F
設立年度 2024/7
創業年度 2024/7/29
資本金等 5,000,000円
代表者 築地隼人
URL https://sigen-rsk.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/L4loXGAkZv,Ｊｏｉｎｔ　Ｆｌｏｗプログラミングスクール,https://jointflow.raindrop.jp/,-,-,"基本情報
住所 〒 192-0046
東京都八王子市明神町3丁目20番5号エイトビル3階
設立年度 2024/7
資本金等 -
代表者 川口比佐志
URL https://jointflow.raindrop.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/RDZa0eBBlA,株式会社ビジネスフードファン,https://www.iwamoto-ruriko.com/,-,-,"基本情報
住所 〒 190-0022
東京都立川市錦町1丁目4番4号サニービル2階CS-91
設立年度 2024/7
創業年度 2009/6
資本金等 -
代表者 岩本留里子
URL https://www.iwamoto-ruriko.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/XyYKOgr5Yg,株式会社ＨＩＧＨＦＩＥＬＤ,https://www.highfield-biz.jp/,-,-,"基本情報
住所 〒 173-0012
東京都板橋区大和町44番12号
設立年度 2024/7
資本金等 -
代表者 高野英幸
URL https://www.highfield-biz.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/qKYMQRDVYg,宮川商店合同会社,https://soratoburug.shop/,-,-,"基本情報
住所 東京都目黒区下目黒4丁目10番30号
設立年度 2024/7
資本金等 -
代表者 -
URL https://soratoburug.shop/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/mJY27jdo1M,Ｓａｎｉｔａ,https://sanitatokyo.com/,-,-,"基本情報
住所 〒 151-0066
東京都渋谷区西原2-27-4 1F
設立年度 2024/7
資本金等 -
代表者 -
URL https://sanitatokyo.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/v91JVGqA1K,合同会社Ｋ　ｓｕｐｐｏｒｔ,https://ksup.jp/,-,-,"基本情報
住所 〒 150-0045
東京都渋谷区神泉町10番15号
設立年度 2024/7
資本金等 -
代表者 木浦洋温
URL https://ksup.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kDZr5Rm9lG,ＥＳＴＡＣＫ．ｃｌｏｕｄ株式会社,https://www.estack.cloud/,-,-,"基本情報
住所 〒 150-0044
東京都渋谷区円山町5番5号Navi渋谷V3階
設立年度 2024/7
創業年度 2024/7/23
資本金等 3,000,000円
代表者 葉山幸治
URL https://www.estack.cloud/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jg1656qJY9,株式会社Ｇｒｅｅｎ　Ｌｅａｆ　Ｊａｐａｎ,https://greenleafjapan.net/,-,-,"基本情報
住所 〒 150-0043
東京都渋谷区道玄坂1丁目10番8号渋谷道玄坂東急ビル2F‐C
設立年度 2024/7
資本金等 -
代表者 山崎遼
URL https://greenleafjapan.net/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3MYn7A5N17,アキタヤデザイン株式会社,https://akitaya.design/,-,-,"基本情報
住所 〒 150-0043
東京都渋谷区道玄坂1丁目10番8号渋谷道玄坂東急ビル2F
設立年度 2024/7
創業年度 2013/5
資本金等 5,000,000円
代表者 秋田谷拓実
URL https://akitaya.design/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/PQ1pxgGy1k,ケアソフト株式会社,https://caresoft.jp/,-,-,"基本情報
住所 〒 150-0021
東京都渋谷区恵比寿西2丁目8番4号EX恵比寿西ビル5階
設立年度 2024/7
資本金等 -
代表者 持田岳夫
URL https://caresoft.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/5XY4xp36YE,株式会社Ｕｗａｂｕｒｅ　Ｔｅｃｈｎｏｌｏｇｙ,https://uwabure.tech/,-,-,"基本情報
住所 東京都渋谷区渋谷2丁目19-15宮益坂ビルディング609
設立年度 2024/7
資本金等 -
代表者 -
URL https://uwabure.tech/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kVZEjoKaYE,株式会社ＡｎｉＴｏｎｅ,https://ani-tone.com/,-,-,"基本情報
住所 〒 108-0073
東京都渋谷区渋谷2-21-1 F17
設立年度 2024/7
創業年度 2024/7/24
資本金等 10,000,000円
代表者 中村剛之
URL https://ani-tone.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jVYqomgKlJ,ＴＡＫＩＢＩ株式会社,https://www.takibi-studio.com/,-,-,"基本情報
住所 〒 130-0003
東京都墨田区横川4丁目1番20号ケンコーポ1F-A
設立年度 2024/7
資本金等 5,000,000円
代表者 羅昊
URL https://www.takibi-studio.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0W1wRwB5YB,Ｅｎｇｌｉｓｈ－２１,https://english-21.com/,-,-,"基本情報
住所 〒 124-0022
東京都葛飾区奥戸8丁目9番3-101号ハウスピープル
設立年度 2024/7
資本金等 -
代表者 松田歩
URL https://english-21.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/9oZ3X4WEYq,株式会社Ｇｒａｖｅｌ,https://www.fuwafuwausagi.com/,-,-,"基本情報
住所 〒 108-0075
東京都港区港南4丁目6-3-3501
設立年度 2024/7
資本金等 -
代表者 加瀬達馬
URL https://www.fuwafuwausagi.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/85lWgjpVlg,株式会社ＭＥＣ,https://www.mectokyo.com/,-,-,"基本情報
住所 〒 104-0061
東京都中央区銀座1丁目12番4号N&EBLD.6階
設立年度 2024/7
創業年度 2024/7
資本金等 10,000,000円
代表者 浜幸寛
URL https://www.mectokyo.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/emldoOpQ1L,ＢＢドライビングフォース株式会社,https://www.bb-drivingforce.com/,-,-,"基本情報
住所 〒 104-0061
東京都中央区銀座1丁目12番4号N&E-BLD.6F
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 藤本英樹
URL https://www.bb-drivingforce.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/L4loXGKDZv,ＧＬＯＢＡＬ　ＣＯＮＮＥＣＴ　ＨＥＡＲＴＳ株式会社,https://kp-machidamorino.com/,-,-,"基本情報
住所 東京都町田市小川4丁目2番地10
設立年度 2024/7
創業年度 2024/7/23
資本金等 -
代表者 小鈴淳子
URL https://kp-machidamorino.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/RDZa0ep4lA,Ｃｒｏｓｓ－Ｂｏｒｄｅｒ　Ｃｏｎｎｅｃｔ株式会社,https://cross-border-connect.jp/,-,-,"基本情報
住所 〒 171-0044
東京都豊島区千早1丁目15-12
設立年度 2024/7
創業年度 2024/7
資本金等 1,000,000円
代表者 岡山智
URL https://cross-border-connect.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/XyYKOg5jYg,一般社団法人次世代政策デザイン研究所,https://policyforall.net/,-,-,"基本情報
住所 〒 171-0022
東京都豊島区南池袋1丁目16番20号ぬかりやビル6階
設立年度 2024/7
資本金等 -
代表者 三ツ石將嗣
URL https://policyforall.net/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0mlz30v9ZO,ＨＫ株式会社,https://my-hk.jp/,-,-,"基本情報
住所 〒 170-6075
東京都豊島区東池袋3-1-1 サンシャイン60 45階
設立年度 2024/7
創業年度 2024/7/19
資本金等 -
代表者 堀内由美子
URL https://my-hk.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/qKYMQRGdYg,童慧株式会社,http://www.tonghuieducation.com/,-,-,"基本情報
住所 東京都豊島区池袋本町2丁目32番3号-A105
設立年度 2024/7
創業年度 2024/7/19
資本金等 -
代表者 -
URL http://www.tonghuieducation.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/mJY27j0B1M,一般社団法人日本マルタ友好協会,http://japan-malta.com/,-,-,"基本情報
住所 〒 156-0041
東京都世田谷区大原1-16-16-207 日本政治総合研究所内
設立年度 2024/7
資本金等 -
代表者 白鳥令
URL http://japan-malta.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
